years,datetime,city,state,shape,duration (seconds),comments,latitude,longitude 
2008,10 August 2008,san ramon,ca,cylinder,7080,3 Bright Lights that were in perfect formation in the early hours of morning rapidly moving caught my eye&#33&#33,37.78,-121.9769444
2008,10 August 2008,las vegas,nv,disk,14400,Multi colored&#44 lighted spinning craft with greyish brown cloud surrounding it and bright white light over Henderson&#44 NV.  ((Star??)),36.175,-115.1363889
2008,10 August 2008,wamego,ks,flash,35,Blue light shoots down from the sky over Wamego kansas.,39.2019444,-96.3047222
2008,10 August 2008,wakefield,ri,formation,180,2 sets of 5 or 6 red tumbling lights move steadily across southern sky.,41.4372222,-71.5019444
2008,10 August 2008,baton rouge,la,formation,60,Solid lighted aircraft flying in a V formation.,30.4505556,-91.1544444
2008,10 August 2008,memphis,tn,light,120,real bright light moving very fast,35.1494444,-90.0488889
2008,10 August 2008,tulsa,ok,light,60,Round white light/object moving through sky and suddenly disappearing,36.1538889,-95.9925
2008,10 August 2008,ukiah,ca,light,1209600,&quot;Bright-Star or Something Else&quot;&#33  ((NUFORC Note:  Probable star.  PD)),39.1502778,-123.2066667
2008,10 August 2008,burlington,wa,other,5,UFO makes low pass over western Washington observer.,48.4758333,-122.3241667
2008,10 August 2008,o&#39fallon,mo,sphere,2700,Very fast white spheroid objects followed by stealths.,38.8105556,-90.6997222
2008,10 August 2008,cisco,ut,sphere,300,bright light serpitenes across eastern utah night sky. did you also see it??,38.97,-109.32
2008,10 August 2008,midway city,ca,triangle,2160,crazy lights moving in a triangluar pattern acrost the sky&#44 one of them split into 2 and streaked acrost the sky.,33.7447222,-117.9883333
2008,10 August 2008,spokane,wa,unknown,15,Triangle shaped 3 lights with one big red light on bottom of craft.,47.6588889,-117.425
2008,11 August 2008,crystal river,fl,changing,300,Triangle over the power plany,28.9022222,-82.5927778
2008,11 August 2008,trabuco canyon,ca,cigar,900,several UFOs sighted in trabuci canyon,33.6625,-117.5894444
2008,11 August 2008,wilmer,tx,cigar,60,Cigar shaped craft seen hovering over Texas at noon,32.5888889,-96.685
2008,11 August 2008,dana point,ca,circle,30,I sent a message one week ago and this is really from someone I know who also says she saw the same foo fighter in the sky over Dana Po,33.4669444,-117.6972222
2008,11 August 2008,danbury,nc,cylinder,360,cigar or cylinder shape object moving at a good rate of speed,36.4091667,-80.2061111
2008,11 August 2008,lexington,ky,disk,2,Craft with multiple lights&#44 1 red blinking light&#44 in a saucer type shape in flight and hovering near a main road.,37.9886111,-84.4777778
2008,11 August 2008,tacoma,wa,formation,8,4 to 5 arrow shaped object race through the sky over Commencment Bay,47.2530556,-122.4430556
2008,11 August 2008,edmonds,wa,light,780,In sequence two multi-colored rotating lights move North and East over South Whidby Island&#44 approximately 5 minutes each&#44,47.8108333,-122.3761111
2008,11 August 2008,arvada,co,light,300,Bright&#44 stationary lights&#44 began to move slowly the accelerated and vanished,39.8027778,-105.0869444
2008,11 August 2008,san clemente,ca,sphere,45,A very recent Foo Fighter following  a small plane. Maybe pilot reported.,33.4269444,-117.6111111
2008,11 August 2008,san clemente,ca,sphere,45,Foo fighters in San Clemente on 11-08-08&#44 did you see something?,33.4269444,-117.6111111
2008,11 August 2008,mt. dora,nm,unknown,5,I seen a bright green light with a green streak behind it headed toward the ground at a massive speed. I looked for an impact but their,36.5194444,-103.4886111
2008,12 August 2008,jacksonville,fl,diamond,360,3 dimensional diamont craft &#44in front yard&#44quarter mile from University of jacksonville FL.,30.3319444,-81.6558333
2008,12 August 2008,longview,wa,diamond,2700,Object close to ground with erratic color and shape patterns.  ((NUFORC Note:  Possible sighting of Sirius.  PD)),46.1383333,-122.9369444
2008,12 August 2008,virginia beach,va,fireball,1200,Craft that was bright and looked like it was on fire was 300 yards away and came closer and I put a light on it&#44 and it came closer.,36.8527778,-75.9783333
2008,12 August 2008,baltimore,md,light,3600,((HOAX??))  white lights over baltimore..,39.2902778,-76.6125
2008,12 August 2008,yorktown,va,sphere,3,Witnessed a fast moving blue / Teal sphere with a halo streak from overhead east accross the horizon.,37.2386111,-76.51
2008,12 August 2008,stephens city,va,teardrop,10,I also just previously logged my first sighting. I was not going to document anything until I seen what I had seen tonight.( I had,39.0833333,-78.2183333
2008,01 September 2008,okmulgee,ok,cigar,300,Sighting of the same mile long object that was witnessed by many in Texas. on Jan. 8&#44 2008,35.6233333,-95.9602778
2008,01 September 2008,sargent,tx,circle,180,Bright planetlike object moved NW to SE until it changed direction and moved South to the horizon.,28.835,-95.6644444
2008,01 September 2008,memphis,tn,circle,120,Gigantic round object with intense bright light moving thounsands of MPH,35.1494444,-90.0488889
2008,01 September 2008,livermore,ca,cylinder,60,Twin cylinder object in broad daylight over California,37.6819444,-121.7669444
2008,01 September 2008,valdosta,ga,diamond,10,lights in the sky in vertical line,30.8325,-83.2786111
2008,01 September 2008,san antonio,tx,disk,2,((HOAX??))  Saw a 40 long by 12 ft tall saucer shoot up straight  up into  the air.,29.4238889,-98.4933333
2008,01 September 2008,tualatin,or,light,120,Two Pairs of Stationary Lights over Tualatin seen near a Helicopter,45.3841667,-122.7627778
2008,01 September 2008,lancaster,ca,light,300,They were spaced evenly and formed a Horizontal line.,34.6980556,-118.1358333
2008,01 September 2008,florissant,co,other,10800,Not an Aircraft&#44 very large&#44 leading edge firy bright &#44 irregular shape&#44 duration of observation -three minutes.,38.9458333,-105.2888889
2008,01 September 2008,lebanon,in,other,360,Odd lights appear over our head making impossible turns and making no sound.,40.0483333,-86.4691667
2008,01 September 2008,clark,nj,oval,15,bright flash lights up the sky and vanished,40.6408333,-74.3111111
2008,01 September 2008,bloomington,il,triangle,600,two lights hovering&#44 then turning into 4 lights in a triangle pattern,40.4841667,-88.9936111
2008,01 September 2008,tulsa,ok,unknown,120,I was walking home from my local bar and I was looking at Mars because it can be seen so well right now. And I saw A light blinking red,36.1538889,-95.9925
2008,01 September 2008,byron,ny,unknown,300,Flying object observed with very erratic movement and speed unlike any normal aircraft,43.0797222,-78.0641667
2008,02 September 2008,san francisco,ca,changing,60,Bright lights&#44 three horizontal rows&#44 maybe ten lights across each row&#44 each light was bigger and brighter than any star.,37.775,-122.4183333
2008,02 September 2008,dallas,tx,circle,120,Yellow/orange light moving around slowly&#44 appeared to be around 1&#44500&#39 altitude,32.7833333,-96.8
2008,02 September 2008,ukiah,ca,disk,1200,ufo sighting in northern california three of them 1055 am 2-9-08,39.1502778,-123.2066667
2008,02 September 2008,dana point,ca,disk,1800,My description is the most ultra silver color that you can ever imagine&#44 silver as being.  The brighest of silver ever.  The brightest,33.4669444,-117.6972222
2008,02 September 2008,fort collins,co,light,120,Flashing amber lights in Northen Colorado,40.5852778,-105.0838889
2008,02 September 2008,rome,ga,light,300,4 flahsing lights hovering in night sky,34.2569444,-85.1647222
2008,02 September 2008,brentwood,tn,oval,5,Oval Shaped object sighted playing golf around 12:45PM&#44 Brentwood&#44 TN,36.0330556,-86.7827778
2008,02 September 2008,greeneville,tn,oval,1080,Cross Anchor sighting Greene county Tennessee.,36.1630556,-82.8311111
2008,02 September 2008,covina,ca,rectangle,7200,jet black blanket foating in the night sky&#44 as welll a round sphere way out in the distance shooting out multie colored fire balls,34.09,-117.8894444
2008,02 September 2008,baileyton,tn,triangle,480,An amazing sighting of a UFO in Tennessee was filmed.,36.3341667,-82.8369444
2008,02 September 2008,plain dealing,la,unknown,10800,2/9/08... PLAIN DEALING LA ..2:45AM MULTIPLE FLYING OBJECTS WERE NOTICED BECAUSE OF FLASHING LIGHTS...,32.905,-93.6966667
2008,03 September 2008,tarentum,pa,chevron,180,Large Slow moving Delta shaped ufo seen by alot people over tarentum and deer lakes,40.6013889,-79.76
2008,03 September 2008,rialto,ca,disk,60,Saucer shaped craft over Rialto Calif.,34.1063889,-117.3694444
2008,03 September 2008,odessa,fl,egg,15,I was driving down the road and saw a large egg shaped object that was dark in color. I was able to see it for around 15 seconds then s,28.1936111,-82.5919444
2008,03 September 2008,casa grande,az,light,600,Strange lights in the sky during the day,32.8794444,-111.7566667
2008,03 September 2008,lewisburg,tn,light,10,A bright star-shaped object streaked gracefully across the sky and emanated red and green before disappearing.,35.4491667,-86.7888889
2008,03 September 2008,evansville,in,light,3,I was driving south on a back road off of Highway 41 in Darmstadt&#44IN near the city of Evansville when I looked up and saw a large&#44 whit,37.9747222,-87.5558333
2008,03 September 2008,walker,la,other,3,3 DIM AMBER LIGHTS FIXED ON LARGE OBJECT AT A HIGH RATE OF SPEED,30.4877778,-90.8613889
2008,03 September 2008,freehold,nj,oval,5,3/09/08: Bright&#44 shiny liquid-silver colored oval hovering in the sky.,40.26,-74.2741667
2008,03 September 2008,chandler,az,sphere,120,A shiny metallic sphere noticed for less then 2 minutes before it suddenly vanished.,33.3061111,-111.8405556
2008,03 September 2008,san jose,ca,sphere,600,4 &quot;little stars&quot; in the sky: 3 white one red moving then changing directions,37.3394444,-121.8938889
2008,03 September 2008,elizabethtown,ky,unknown,4,I saw one object with two lights that shot out a flame.,37.6938889,-85.8591667
2008,04 September 2008,leesburg,ga,light,20,Bright light appearing out of nowhere and speeding off,31.7319444,-84.1708333
2008,04 September 2008,san diego,ca,other,720,White/Silvery kind of Boomarang shaped object&#44 low and slow moving to the east of Lemon Grove chased by 2 Jets.,32.7152778,-117.1563889
2008,04 September 2008,fremont,ca,oval,1200,UFO Spotted in Fremont Hills,37.5483333,-121.9875
2008,05 September 2008,kingston,ny,diamond,1500,New sightings in the Hudson Valley&#44 NY.,41.9269444,-73.9977778
2008,05 September 2008,boulder (gun barrel subdivision),co,disk,64,The object made no noise&#44 had no markings&#44  and was not made in this world.,40.015,-105.27
2008,05 September 2008,howell,mi,light,34,I was watching tv when I saw two different lights one yellow and one red&#44 as I stood up to look at it&#44 my brother said &quot;You see it too.,42.6072222,-83.9294444
2008,05 September 2008,walla walla,wa,light,90,Bright aqua light seen hovering then moving at high speed not more than 100 feet above ground level.,46.0647222,-118.3419444
2008,05 September 2008,grass lake,mi,other,600,Square shape&#44 bright lights,42.2508333,-84.2130556
2008,05 September 2008,naples,fl,rectangle,15,Square craft right over our car about tree top height from us&#33&#33,26.1416667,-81.795
2008,05 September 2008,santa clarita,ca,triangle,600,Triangluar object with red lights on the corners. Moved slowy from North West to South East over Walmart Parking lot in Canyon Country.,34.3916667,-118.5416667
2008,05 September 2008,albuquerque,nm,unknown,15,Im not too sure on the time a hour or two after nightfall. So maby 10=11pm. I was in back yard smoking and looking into the south west,35.0844444,-106.6505556
2008,05 September 2008,arlington,wa,unknown,180,3 dark spots in sky flying in formation&#44 turned into 4 and dissappeared,48.1988889,-122.1238889
2008,06 September 2008,norfolk,ma,cigar,60,No lights&#44 no trail&#44 no haze around the object&#44 no beams &#44 no change in color&#44 no landing &#44 no sound&#44,42.1194444,-71.3255556
2008,06 September 2008,lowell,ma,egg,600,Blimp-like Craft crossing Lowell&#44 MA super slowly... proceeded by Tactical Craft,42.6333333,-71.3166667
2008,06 September 2008,tucson,az,fireball,600,Burning Embers Sighted in Sky Near Tucson,32.2216667,-110.9258333
2008,06 September 2008,parker,co,fireball,60,A fireball swooped down over my friends and mines heads (50ft up) and ascended into the horizon opposite the one it came from.,39.5186111,-104.7608333
2008,06 September 2008,geneva,ny,light,7200,Light / Star - faint at first.  Increasing in brightness&#44 with red / purple strobe light&#44 appearing and disappearing,42.8688889,-76.9780556
2008,06 September 2008,honey grove,tx,light,8,Well to begin with&#44 my two brothers and I were out in our field by our redneck clubhouse just talking about different stuff&#44 and all of,33.5833333,-95.9097222
2008,06 September 2008,santa clara,ca,oval,300,White oval object hovered high in the sky for about three minutes,37.3541667,-121.9541667
2008,06 September 2008,miami,fl,rectangle,2,Rounded rectangular object spoted above Downtown Miami.,25.7738889,-80.1938889
2008,06 September 2008,adamsville,al,sphere,120,Evening sighting&#44 one spherical object&#44 two witnesses.,33.6008333,-86.9561111
2008,06 September 2008,parker,co,sphere,600,Flying Ball of Fire in Parker Colorado,39.5186111,-104.7608333
2008,07 September 2008,folsom,ca,circle,30,A bright&#44 big circular object over Folsom&#44 California,38.6780556,-121.175
2008,07 September 2008,solana beach,ca,disk,1800,Balloon-like hovering star-shaped disk hovered and drifted in a controlled manner. Did not float away like a typical helium balloon.,32.9911111,-117.2702778
2008,07 September 2008,seattle,wa,disk,900,white disc with silver color change shaped object trailing slowly hovering above clouds at sunset on Elliot Bay,47.6063889,-122.3308333
2008,07 September 2008,new york city (manhattan),ny,egg,5,EGG SHAPED OBJECT W/GREEN NEON TAIL OVER NEW YORK CITY EARLY JULY 2008,40.7141667,-74.0063889
2008,07 September 2008,greenville,sc,triangle,240,Dark triangular UFO with three white lights&#44 one red light&#44 hovering in the sky,34.8525,-82.3941667
2008,07 September 2008,yucca valley,ca,unknown,10,Amber Lights,34.1141667,-116.4313889
2008,08 September 2008,dawson springs,ky,circle,450,Two small orbs seen hovering over Dawson Springs&#44 KY at a great distance.,37.1672222,-87.6925
2008,08 September 2008,spring,tx,circle,900,Large&#44 glowing bright circular object moving accross sky. No sound or strobe lights. Slowly moving &amp; then sped up &amp; vanished,30.0797222,-95.4169444
2008,08 September 2008,elizabeth,nj,disk,120,I saw a huge disk w/ 2 big lights and several smaller lights around it.,40.6638889,-74.2111111
2008,08 September 2008,pittsburgh,pa,disk,120,((HOAX))  orange white and red lighted rotating disk moving up and down then suddenly flew away at a very fast pace.,40.4405556,-79.9961111
